#    L    TT             EE             BB             TE          
  3653   0.684086E+01   0.228301E+00   0.860893E-02  -0.351791E+00
  3654   0.682775E+01   0.227613E+00   0.860096E-02  -0.350709E+00
  3655   0.681458E+01   0.226940E+00   0.859299E-02  -0.349618E+00
  3656   0.680151E+01   0.226267E+00   0.858503E-02  -0.348525E+00
  3657   0.678838E+01   0.225601E+00   0.857708E-02  -0.347437E+00
  3658   0.677536E+01   0.224941E+00   0.856915E-02  -0.346338E+00
  3659   0.676220E+01   0.224273E+00   0.856122E-02  -0.345236E+00
  3660   0.674914E+01   0.223619E+00   0.855330E-02  -0.344130E+00
  3661   0.673594E+01   0.222965E+00   0.854539E-02  -0.343026E+00
  3662   0.672292E+01   0.222317E+00   0.853749E-02  -0.341917E+00
  3663   0.670983E+01   0.221668E+00   0.852960E-02  -0.340810E+00
  3664   0.669669E+01   0.221026E+00   0.852172E-02  -0.339704E+00
  3665   0.668356E+01   0.220383E+00   0.851385E-02  -0.338576E+00
  3666   0.667051E+01   0.219739E+00   0.850599E-02  -0.337470E+00
  3667   0.665741E+01   0.219116E+00   0.849813E-02  -0.336363E+00
  3668   0.664439E+01   0.218484E+00   0.849029E-02  -0.335240E+00
  3669   0.663123E+01   0.217859E+00   0.848246E-02  -0.334123E+00
  3670   0.661823E+01   0.217233E+00   0.847463E-02  -0.333019E+00
  3671   0.660501E+01   0.216620E+00   0.846682E-02  -0.331896E+00
  3672   0.659195E+01   0.216007E+00   0.845901E-02  -0.330778E+00
  3673   0.657882E+01   0.215392E+00   0.845122E-02  -0.329656E+00
  3674   0.656570E+01   0.214791E+00   0.844343E-02  -0.328544E+00
  3675   0.655258E+01   0.214188E+00   0.843565E-02  -0.327427E+00
  3676   0.653954E+01   0.213592E+00   0.842789E-02  -0.326319E+00
  3677   0.652642E+01   0.212995E+00   0.842013E-02  -0.325191E+00
  3678   0.651331E+01   0.212404E+00   0.841238E-02  -0.324078E+00
  3679   0.650020E+01   0.211820E+00   0.840464E-02  -0.322966E+00
  3680   0.648716E+01   0.211234E+00   0.839691E-02  -0.321853E+00
  3681   0.647397E+01   0.210655E+00   0.838918E-02  -0.320747E+00
  3682   0.646086E+01   0.210082E+00   0.838147E-02  -0.319639E+00
  3683   0.644775E+01   0.209508E+00   0.837377E-02  -0.318538E+00
  3684   0.643470E+01   0.208948E+00   0.836607E-02  -0.317434E+00
  3685   0.642158E+01   0.208379E+00   0.835838E-02  -0.316328E+00
  3686   0.640853E+01   0.207810E+00   0.835071E-02  -0.315233E+00
  3687   0.639541E+01   0.207255E+00   0.834304E-02  -0.314135E+00
  3688   0.638235E+01   0.206706E+00   0.833538E-02  -0.313033E+00
  3689   0.636936E+01   0.206156E+00   0.832772E-02  -0.311941E+00
  3690   0.635614E+01   0.205613E+00   0.832008E-02  -0.310851E+00
  3691   0.634313E+01   0.205077E+00   0.831244E-02  -0.309763E+00
  3692   0.633012E+01   0.204540E+00   0.830482E-02  -0.308685E+00
  3693   0.631709E+01   0.204011E+00   0.829720E-02  -0.307608E+00
  3694   0.630406E+01   0.203480E+00   0.828959E-02  -0.306531E+00
  3695   0.629109E+01   0.202957E+00   0.828199E-02  -0.305462E+00
  3696   0.627804E+01   0.202433E+00   0.827439E-02  -0.304400E+00
  3697   0.626504E+01   0.201924E+00   0.826681E-02  -0.303338E+00
  3698   0.625218E+01   0.201407E+00   0.825923E-02  -0.302283E+00
  3699   0.623924E+01   0.200898E+00   0.825166E-02  -0.301219E+00
  3700   0.622627E+01   0.200396E+00   0.824410E-02  -0.300175E+00
  3701   0.621336E+01   0.199894E+00   0.823654E-02  -0.299130E+00
  3702   0.620043E+01   0.199393E+00   0.822900E-02  -0.298090E+00
  3703   0.618756E+01   0.198906E+00   0.822146E-02  -0.297055E+00
  3704   0.617473E+01   0.198412E+00   0.821393E-02  -0.296024E+00
  3705   0.616189E+01   0.197934E+00   0.820641E-02  -0.294989E+00
  3706   0.614902E+01   0.197441E+00   0.819889E-02  -0.293966E+00
  3707   0.613619E+01   0.196971E+00   0.819139E-02  -0.292954E+00
  3708   0.612334E+01   0.196494E+00   0.818389E-02  -0.291946E+00
  3709   0.611061E+01   0.196025E+00   0.817640E-02  -0.290940E+00
  3710   0.609792E+01   0.195557E+00   0.816892E-02  -0.289944E+00
  3711   0.608512E+01   0.195097E+00   0.816144E-02  -0.288943E+00
  3712   0.607243E+01   0.194638E+00   0.815398E-02  -0.287967E+00
  3713   0.605978E+01   0.194180E+00   0.814652E-02  -0.286978E+00
  3714   0.604709E+01   0.193708E+00   0.813907E-02  -0.286005E+00
  3715   0.603443E+01   0.193268E+00   0.813163E-02  -0.285034E+00
  3716   0.602173E+01   0.192821E+00   0.812420E-02  -0.284072E+00
  3717   0.600913E+01   0.192376E+00   0.811678E-02  -0.283118E+00
  3718   0.599655E+01   0.191932E+00   0.810936E-02  -0.282165E+00
  3719   0.598385E+01   0.191497E+00   0.810196E-02  -0.281220E+00
  3720   0.597131E+01   0.191086E+00   0.809456E-02  -0.280283E+00
  3721   0.595872E+01   0.190655E+00   0.808717E-02  -0.279354E+00
  3722   0.594622E+01   0.190226E+00   0.807979E-02  -0.278425E+00
  3723   0.593366E+01   0.189806E+00   0.807242E-02  -0.277511E+00
  3724   0.592118E+01   0.189389E+00   0.806506E-02  -0.276597E+00
  3725   0.590863E+01   0.188974E+00   0.805770E-02  -0.275698E+00
  3726   0.589609E+01   0.188554E+00   0.805036E-02  -0.274798E+00
  3727   0.588363E+01   0.188151E+00   0.804302E-02  -0.273913E+00
  3728   0.587117E+01   0.187736E+00   0.803569E-02  -0.273035E+00
  3729   0.585863E+01   0.187347E+00   0.802838E-02  -0.272164E+00
  3730   0.584624E+01   0.186945E+00   0.802107E-02  -0.271292E+00
  3731   0.583377E+01   0.186547E+00   0.801377E-02  -0.270435E+00
  3732   0.582136E+01   0.186144E+00   0.800648E-02  -0.269584E+00
  3733   0.580888E+01   0.185759E+00   0.799920E-02  -0.268740E+00
  3734   0.579653E+01   0.185371E+00   0.799193E-02  -0.267896E+00
  3735   0.578409E+01   0.184978E+00   0.798466E-02  -0.267073E+00
  3736   0.577171E+01   0.184597E+00   0.797741E-02  -0.266264E+00
  3737   0.575939E+01   0.184220E+00   0.797017E-02  -0.265447E+00
  3738   0.574691E+01   0.183839E+00   0.796293E-02  -0.264651E+00
  3739   0.573456E+01   0.183470E+00   0.795570E-02  -0.263848E+00
  3740   0.572234E+01   0.183098E+00   0.794849E-02  -0.263059E+00
  3741   0.570994E+01   0.182730E+00   0.794128E-02  -0.262254E+00
  3742   0.569760E+01   0.182360E+00   0.793408E-02  -0.261478E+00
  3743   0.568532E+01   0.181994E+00   0.792689E-02  -0.260710E+00
  3744   0.567308E+01   0.181633E+00   0.791971E-02  -0.259949E+00
  3745   0.566082E+01   0.181277E+00   0.791253E-02  -0.259194E+00
  3746   0.564862E+01   0.180918E+00   0.790537E-02  -0.258455E+00
  3747   0.563631E+01   0.180565E+00   0.789821E-02  -0.257723E+00
  3748   0.562413E+01   0.180210E+00   0.789106E-02  -0.256998E+00
  3749   0.561199E+01   0.179861E+00   0.788393E-02  -0.256274E+00
  3750   0.559976E+01   0.179510E+00   0.787679E-02  -0.255564E+00
  3751   0.558773E+01   0.179165E+00   0.786967E-02  -0.254863E+00
  3752   0.557559E+01   0.178818E+00   0.786256E-02  -0.254177E+00
  3753   0.556351E+01   0.178485E+00   0.785545E-02  -0.253492E+00
  3754   0.555147E+01   0.178143E+00   0.784835E-02  -0.252808E+00
  3755   0.553940E+01   0.177808E+00   0.784126E-02  -0.252139E+00
  3756   0.552739E+01   0.177472E+00   0.783418E-02  -0.251486E+00
  3757   0.551542E+01   0.177134E+00   0.782710E-02  -0.250835E+00
  3758   0.550343E+01   0.176804E+00   0.782003E-02  -0.250184E+00
  3759   0.549156E+01   0.176473E+00   0.781297E-02  -0.249550E+00
  3760   0.547967E+01   0.176157E+00   0.780592E-02  -0.248918E+00
  3761   0.546797E+01   0.175833E+00   0.779887E-02  -0.248295E+00
  3762   0.545618E+01   0.175509E+00   0.779184E-02  -0.247681E+00
  3763   0.544443E+01   0.175184E+00   0.778480E-02  -0.247069E+00
  3764   0.543272E+01   0.174860E+00   0.777778E-02  -0.246474E+00
  3765   0.542107E+01   0.174544E+00   0.777076E-02  -0.245875E+00
  3766   0.540953E+01   0.174220E+00   0.776375E-02  -0.245293E+00
  3767   0.539790E+01   0.173904E+00   0.775675E-02  -0.244722E+00
  3768   0.538638E+01   0.173597E+00   0.774976E-02  -0.244146E+00
  3769   0.537491E+01   0.173282E+00   0.774277E-02  -0.243581E+00
  3770   0.536348E+01   0.172976E+00   0.773579E-02  -0.243020E+00
  3771   0.535210E+01   0.172656E+00   0.772882E-02  -0.242478E+00
  3772   0.534076E+01   0.172345E+00   0.772185E-02  -0.241932E+00
  3773   0.532945E+01   0.172042E+00   0.771489E-02  -0.241399E+00
  3774   0.531819E+01   0.171748E+00   0.770794E-02  -0.240870E+00
  3775   0.530697E+01   0.171433E+00   0.770099E-02  -0.240339E+00
  3776   0.529578E+01   0.171134E+00   0.769406E-02  -0.239828E+00
  3777   0.528471E+01   0.170830E+00   0.768713E-02  -0.239322E+00
  3778   0.527374E+01   0.170534E+00   0.768021E-02  -0.238815E+00
  3779   0.526266E+01   0.170226E+00   0.767329E-02  -0.238329E+00
  3780   0.525168E+01   0.169928E+00   0.766638E-02  -0.237835E+00
  3781   0.524074E+01   0.169624E+00   0.765949E-02  -0.237356E+00
  3782   0.522975E+01   0.169329E+00   0.765260E-02  -0.236876E+00
  3783   0.521871E+01   0.169030E+00   0.764571E-02  -0.236403E+00
  3784   0.520791E+01   0.168733E+00   0.763884E-02  -0.235954E+00
  3785   0.519707E+01   0.168439E+00   0.763197E-02  -0.235483E+00
  3786   0.518618E+01   0.168147E+00   0.762511E-02  -0.235035E+00
  3787   0.517545E+01   0.167858E+00   0.761826E-02  -0.234589E+00
  3788   0.516474E+01   0.167557E+00   0.761142E-02  -0.234145E+00
  3789   0.515405E+01   0.167266E+00   0.760459E-02  -0.233711E+00
  3790   0.514338E+01   0.166971E+00   0.759777E-02  -0.233287E+00
  3791   0.513272E+01   0.166680E+00   0.759095E-02  -0.232866E+00
  3792   0.512214E+01   0.166391E+00   0.758414E-02  -0.232448E+00
  3793   0.511151E+01   0.166098E+00   0.757735E-02  -0.232019E+00
  3794   0.510096E+01   0.165809E+00   0.757056E-02  -0.231610E+00
  3795   0.509042E+01   0.165516E+00   0.756378E-02  -0.231205E+00
  3796   0.507988E+01   0.165226E+00   0.755701E-02  -0.230828E+00
  3797   0.506936E+01   0.164940E+00   0.755024E-02  -0.230441E+00
  3798   0.505892E+01   0.164651E+00   0.754349E-02  -0.230060E+00
  3799   0.504849E+01   0.164365E+00   0.753675E-02  -0.229677E+00
  3800   0.503799E+01   0.164083E+00   0.753001E-02  -0.229309E+00
  3801   0.502757E+01   0.163783E+00   0.752329E-02  -0.228941E+00
  3802   0.501715E+01   0.163502E+00   0.751657E-02  -0.228580E+00
  3803   0.500675E+01   0.163210E+00   0.750987E-02  -0.228219E+00
  3804   0.499650E+01   0.162923E+00   0.750317E-02  -0.227867E+00
  3805   0.498611E+01   0.162639E+00   0.749648E-02  -0.227523E+00
  3806   0.497580E+01   0.162353E+00   0.748980E-02  -0.227173E+00
  3807   0.496557E+01   0.162063E+00   0.748313E-02  -0.226832E+00
  3808   0.495528E+01   0.161778E+00   0.747646E-02  -0.226493E+00
  3809   0.494507E+01   0.161498E+00   0.746981E-02  -0.226165E+00
  3810   0.493495E+01   0.161207E+00   0.746317E-02  -0.225832E+00
  3811   0.492477E+01   0.160921E+00   0.745653E-02  -0.225509E+00
  3812   0.491467E+01   0.160625E+00   0.744990E-02  -0.225183E+00
  3813   0.490452E+01   0.160341E+00   0.744328E-02  -0.224868E+00
  3814   0.489438E+01   0.160054E+00   0.743667E-02  -0.224564E+00
  3815   0.488433E+01   0.159772E+00   0.743007E-02  -0.224251E+00
  3816   0.487431E+01   0.159487E+00   0.742347E-02  -0.223942E+00
  3817   0.486430E+01   0.159193E+00   0.741688E-02  -0.223639E+00
  3818   0.485432E+01   0.158911E+00   0.741030E-02  -0.223335E+00
  3819   0.484444E+01   0.158619E+00   0.740373E-02  -0.223036E+00
  3820   0.483452E+01   0.158332E+00   0.739717E-02  -0.222751E+00
  3821   0.482469E+01   0.158043E+00   0.739061E-02  -0.222451E+00
  3822   0.481482E+01   0.157758E+00   0.738406E-02  -0.222166E+00
  3823   0.480506E+01   0.157472E+00   0.737752E-02  -0.221880E+00
  3824   0.479526E+01   0.157183E+00   0.737098E-02  -0.221595E+00
  3825   0.478557E+01   0.156892E+00   0.736445E-02  -0.221304E+00
  3826   0.477599E+01   0.156606E+00   0.735793E-02  -0.221021E+00
  3827   0.476630E+01   0.156310E+00   0.735142E-02  -0.220747E+00
  3828   0.475673E+01   0.156020E+00   0.734491E-02  -0.220468E+00
  3829   0.474720E+01   0.155727E+00   0.733841E-02  -0.220191E+00
  3830   0.473779E+01   0.155440E+00   0.733191E-02  -0.219916E+00
  3831   0.472835E+01   0.155150E+00   0.732542E-02  -0.219645E+00
  3832   0.471896E+01   0.154858E+00   0.731894E-02  -0.219369E+00
  3833   0.470961E+01   0.154557E+00   0.731246E-02  -0.219097E+00
  3834   0.470039E+01   0.154268E+00   0.730599E-02  -0.218829E+00
  3835   0.469114E+01   0.153977E+00   0.729953E-02  -0.218558E+00
  3836   0.468194E+01   0.153684E+00   0.729308E-02  -0.218292E+00
  3837   0.467279E+01   0.153389E+00   0.728663E-02  -0.218023E+00
  3838   0.466369E+01   0.153091E+00   0.728018E-02  -0.217759E+00
  3839   0.465465E+01   0.152799E+00   0.727375E-02  -0.217501E+00
  3840   0.464566E+01   0.152497E+00   0.726732E-02  -0.217234E+00
  3841   0.463671E+01   0.152208E+00   0.726089E-02  -0.216974E+00
  3842   0.462783E+01   0.151909E+00   0.725448E-02  -0.216712E+00
  3843   0.461891E+01   0.151607E+00   0.724807E-02  -0.216443E+00
  3844   0.461005E+01   0.151311E+00   0.724166E-02  -0.216189E+00
  3845   0.460132E+01   0.151020E+00   0.723527E-02  -0.215927E+00
  3846   0.459249E+01   0.150712E+00   0.722888E-02  -0.215658E+00
  3847   0.458371E+01   0.150416E+00   0.722250E-02  -0.215405E+00
  3848   0.457505E+01   0.150118E+00   0.721612E-02  -0.215137E+00
  3849   0.456637E+01   0.149810E+00   0.720975E-02  -0.214872E+00
  3850   0.455774E+01   0.149507E+00   0.720340E-02  -0.214607E+00
  3851   0.454915E+01   0.149202E+00   0.719704E-02  -0.214345E+00
  3852   0.454055E+01   0.148902E+00   0.719070E-02  -0.214085E+00
  3853   0.453206E+01   0.148599E+00   0.718436E-02  -0.213812E+00
  3854   0.452354E+01   0.148271E+00   0.717804E-02  -0.213550E+00
  3855   0.451500E+01   0.147970E+00   0.717171E-02  -0.213283E+00
  3856   0.450651E+01   0.147667E+00   0.716540E-02  -0.213012E+00
  3857   0.449813E+01   0.147353E+00   0.715910E-02  -0.212744E+00
  3858   0.448965E+01   0.147045E+00   0.715280E-02  -0.212487E+00
  3859   0.448121E+01   0.146734E+00   0.714652E-02  -0.212219E+00
  3860   0.447282E+01   0.146449E+00   0.714024E-02  -0.211948E+00
  3861   0.446440E+01   0.146140E+00   0.713397E-02  -0.211681E+00
  3862   0.445610E+01   0.145828E+00   0.712771E-02  -0.211412E+00
  3863   0.444769E+01   0.145520E+00   0.712146E-02  -0.211139E+00
  3864   0.443932E+01   0.145210E+00   0.711521E-02  -0.210864E+00
  3865   0.443093E+01   0.144896E+00   0.710898E-02  -0.210587E+00
  3866   0.442258E+01   0.144595E+00   0.710275E-02  -0.210308E+00
  3867   0.441421E+01   0.144283E+00   0.709653E-02  -0.210027E+00
  3868   0.440588E+01   0.143975E+00   0.709033E-02  -0.209752E+00
  3869   0.439753E+01   0.143657E+00   0.708413E-02  -0.209467E+00
  3870   0.438922E+01   0.143343E+00   0.707794E-02  -0.209181E+00
  3871   0.438097E+01   0.143033E+00   0.707175E-02  -0.208894E+00
  3872   0.437262E+01   0.142713E+00   0.706558E-02  -0.208606E+00
  3873   0.436425E+01   0.142397E+00   0.705941E-02  -0.208317E+00
  3874   0.435593E+01   0.142084E+00   0.705326E-02  -0.208027E+00
  3875   0.434768E+01   0.141791E+00   0.704711E-02  -0.207736E+00
  3876   0.433933E+01   0.141471E+00   0.704097E-02  -0.207444E+00
  3877   0.433112E+01   0.141155E+00   0.703484E-02  -0.207145E+00
  3878   0.432283E+01   0.140836E+00   0.702871E-02  -0.206838E+00
  3879   0.431460E+01   0.140528E+00   0.702260E-02  -0.206538E+00
  3880   0.430637E+01   0.140208E+00   0.701649E-02  -0.206231E+00
  3881   0.429813E+01   0.139870E+00   0.701039E-02  -0.205923E+00
  3882   0.428982E+01   0.139558E+00   0.700430E-02  -0.205616E+00
  3883   0.428166E+01   0.139226E+00   0.699821E-02  -0.205301E+00
  3884   0.427351E+01   0.138913E+00   0.699213E-02  -0.204986E+00
  3885   0.426536E+01   0.138588E+00   0.698606E-02  -0.204679E+00
  3886   0.425722E+01   0.138274E+00   0.698000E-02  -0.204357E+00
  3887   0.424910E+01   0.137955E+00   0.697394E-02  -0.204029E+00
  3888   0.424099E+01   0.137640E+00   0.696789E-02  -0.203707E+00
  3889   0.423297E+01   0.137297E+00   0.696184E-02  -0.203387E+00
  3890   0.422498E+01   0.136995E+00   0.695580E-02  -0.203052E+00
  3891   0.421693E+01   0.136673E+00   0.694977E-02  -0.202724E+00
  3892   0.420891E+01   0.136353E+00   0.694375E-02  -0.202390E+00
  3893   0.420099E+01   0.136036E+00   0.693773E-02  -0.202056E+00
  3894   0.419302E+01   0.135714E+00   0.693171E-02  -0.201715E+00
  3895   0.418501E+01   0.135395E+00   0.692571E-02  -0.201367E+00
  3896   0.417718E+01   0.135071E+00   0.691970E-02  -0.201027E+00
  3897   0.416932E+01   0.134756E+00   0.691371E-02  -0.200665E+00
  3898   0.416156E+01   0.134435E+00   0.690772E-02  -0.200310E+00
  3899   0.415369E+01   0.134110E+00   0.690173E-02  -0.199957E+00
  3900   0.414601E+01   0.133786E+00   0.689575E-02  -0.199595E+00
  3901   0.413830E+01   0.133464E+00   0.688978E-02  -0.199234E+00
  3902   0.413055E+01   0.133137E+00   0.688381E-02  -0.198866E+00
  3903   0.412292E+01   0.132811E+00   0.687785E-02  -0.198498E+00
  3904   0.411526E+01   0.132494E+00   0.687189E-02  -0.198145E+00
  3905   0.410778E+01   0.132150E+00   0.686594E-02  -0.197770E+00
  3906   0.410020E+01   0.131828E+00   0.685999E-02  -0.197395E+00
  3907   0.409266E+01   0.131523E+00   0.685405E-02  -0.197006E+00
  3908   0.408517E+01   0.131198E+00   0.684812E-02  -0.196601E+00
  3909   0.407764E+01   0.130880E+00   0.684219E-02  -0.196219E+00
  3910   0.407037E+01   0.130557E+00   0.683627E-02  -0.195829E+00
  3911   0.406293E+01   0.130234E+00   0.683035E-02  -0.195424E+00
  3912   0.405552E+01   0.129913E+00   0.682444E-02  -0.195034E+00
  3913   0.404800E+01   0.129585E+00   0.681854E-02  -0.194636E+00
  3914   0.404060E+01   0.129265E+00   0.681264E-02  -0.194237E+00
  3915   0.403324E+01   0.128939E+00   0.680675E-02  -0.193816E+00
  3916   0.402576E+01   0.128621E+00   0.680087E-02  -0.193417E+00
  3917   0.401846E+01   0.128303E+00   0.679499E-02  -0.193002E+00
  3918   0.401105E+01   0.127978E+00   0.678912E-02  -0.192586E+00
  3919   0.400375E+01   0.127662E+00   0.678325E-02  -0.192169E+00
  3920   0.399641E+01   0.127338E+00   0.677740E-02  -0.191751E+00
  3921   0.398910E+01   0.127015E+00   0.677155E-02  -0.191332E+00
  3922   0.398174E+01   0.126699E+00   0.676571E-02  -0.190905E+00
  3923   0.397449E+01   0.126376E+00   0.675987E-02  -0.190476E+00
  3924   0.396719E+01   0.126053E+00   0.675405E-02  -0.190045E+00
  3925   0.395977E+01   0.125744E+00   0.674823E-02  -0.189613E+00
  3926   0.395252E+01   0.125421E+00   0.674242E-02  -0.189171E+00
  3927   0.394516E+01   0.125105E+00   0.673662E-02  -0.188728E+00
  3928   0.393774E+01   0.124782E+00   0.673082E-02  -0.188290E+00
  3929   0.393050E+01   0.124465E+00   0.672503E-02  -0.187841E+00
  3930   0.392313E+01   0.124148E+00   0.671926E-02  -0.187398E+00
  3931   0.391571E+01   0.123831E+00   0.671349E-02  -0.186945E+00
  3932   0.390840E+01   0.123513E+00   0.670772E-02  -0.186489E+00
  3933   0.390095E+01   0.123194E+00   0.670197E-02  -0.186037E+00
  3934   0.389354E+01   0.122882E+00   0.669622E-02  -0.185582E+00
  3935   0.388622E+01   0.122562E+00   0.669048E-02  -0.185116E+00
  3936   0.387885E+01   0.122249E+00   0.668475E-02  -0.184662E+00
  3937   0.387129E+01   0.121942E+00   0.667903E-02  -0.184203E+00
  3938   0.386390E+01   0.121627E+00   0.667332E-02  -0.183711E+00
  3939   0.385639E+01   0.121310E+00   0.666761E-02  -0.183244E+00
  3940   0.384891E+01   0.121000E+00   0.666191E-02  -0.182787E+00
  3941   0.384146E+01   0.120697E+00   0.665622E-02  -0.182319E+00
  3942   0.383404E+01   0.120384E+00   0.665054E-02  -0.181845E+00
  3943   0.382650E+01   0.120078E+00   0.664486E-02  -0.181366E+00
  3944   0.381893E+01   0.119763E+00   0.663920E-02  -0.180890E+00
  3945   0.381146E+01   0.119454E+00   0.663354E-02  -0.180407E+00
  3946   0.380389E+01   0.119150E+00   0.662788E-02  -0.179926E+00
  3947   0.379643E+01   0.118845E+00   0.662224E-02  -0.179439E+00
